input_text	label
invalid2valid: C[C1C(=(C(C(O1)OC2C(C(C(C(OC3C(C(C(C(C3)C(=O)C)OC4C(C(C(C(O4)C)O)O)O)O)O)O5C(OC(C5C5O)OC)O66C(C(C(O(O6)O)O)O)O)O)O)O)O)O)O)O)	C(C1C(C(C(C(O1)OC2C(C(OC(C2OC3C(C(C(C(O3)C(=O)O)OC4C(C(C(C(O4)CO)O)O)O)O)O)OC5C(OC(C(C5O)O)OCC6C(C(C(C(O6)O)O)O)O)CO)CO)O)O)O)O)O
invalid2valid: [C1C(=(C(C(O1)OC2C(C(C(C(O3==C(C(O(O3)CO(=O)O)OCC(C(C(O(O4)CO)O)O)O)O)O)O5C(C(C(C5O)O)OC6C(C(C(C(O5)CO)O)O)O)O)O)O)O)O)O)O)	C(C1C(C(C(C(O1)OC2C(C(OC(C2OC3C(C(C(C(O3)C(=O)O)OC4C(C(C(C(O4)CO)O)O)O)O)O)OC5C(OC(C(C5O)O)OCC6C(C(C(C(O6)O)O)O)O)CO)CO)O)O)O)O)O
invalid2valid: [C)=(C)C)C)C)C(=(C(C(C(=(=(C(C(C(C)C(CC)C)C(=(C(C(C(C)C)C)C)C)C)C)C(=(C(C(C(=)C)C((=(C(C(C(C)C)C)C)C)C)C)C)C)C)C)C)	C(C1C(C(C(C(O1)OC2C(C(OC(C2OC3C(C(C(C(O3)C(=O)O)OC4C(C(C(C(O4)CO)O)O)O)O)O)OC5C(OC(C(C5O)O)OCC6C(C(C(C(O6)O)O)O)O)CO)CO)O)O)O)O)O
invalid2valid: CCC(=(C(C(C(C)C(C(C(C(C(C)C(C(C(C(C)C(CC)C)C(=(C(C(C(C)C)C)C)C)C)C)C(=(C(C(C(=)C)C((C(C(C(C(C)C)C)C)C)C)C)C)C)C)C)C)	C(C1C(C(C(C(O1)OC2C(C(OC(C2OC3C(C(C(C(O3)C(=O)O)OC4C(C(C(C(O4)CO)O)O)O)O)O)OC5C(OC(C(C5O)O)OCC6C(C(C(C(O6)O)O)O)O)CO)CO)O)O)O)O)O
invalid2valid: C[C(C(C(C(C(C)C(C(C(C(C(=(C(C(C(C(C)C(CO)C)C(=(C(C(C(C)C)C)C)C)C)C)C(=(C)C(C(=)C)C)(=(C(C(C(C)C)C)C)C)C)C)C)C)C)C)C)	C(C1C(C(C(C(O1)OC2C(C(OC(C2OC3C(C(C(C(O3)C(=O)O)OC4C(C(C(C(O4)CO)O)O)O)O)O)OC5C(OC(C(C5O)O)OCC6C(C(C(C(O6)O)O)O)O)CO)CO)O)O)O)O)O
invalid2valid: [C)=(C(C(C(C)C(C(C(C(C(=(C(C(C(C(C)C(CC)C)C(=(C(C(C(C)C)C)C)C)C)C)C(=(C(C(C(=)C)C((=(C(C(C(C)C)C)C)C)C)C)C)C)C)C)C)	C(C1C(C(C(C(O1)OC2C(C(OC(C2OC3C(C(C(C(O3)C(=O)O)OC4C(C(C(C(O4)CO)O)O)O)O)O)OC5C(OC(C(C5O)O)OCC6C(C(C(C(O6)O)O)O)O)CO)CO)O)O)O)O)O
invalid2valid: [C(C(C(C(C(C1)OC2C(C(C(C2O3C(C(C(C(C4)C(=O)N)(4C(C(C(C(O4)C)O)O)O)OC)O)OC5C(OC(C(C5O)O)OCC6C(C(C(O(O6)C)O)O)O)O)O)O)O)O)CO)O)	C(C1C(C(C(C(O1)OC2C(C(OC(C2OC3C(C(C(C(O3)C(=O)O)OC4C(C(C(C(O4)CO)O)O)O)O)O)OC5C(OC(C(C5O)O)OCC6C(C(C(C(O6)O)O)O)O)CO)CO)O)O)O)O)O
invalid2valid: C[C(=(C(C(C(C1)OC2C(C(C(C2OC3C4C(C(C(C3)CO)=O)O)O4C5C(C(C(O4)CO)O)O)O)O)O)O5C(OC(C(C(O)O)OCC6C(C(C(C(O6)O)O)O)O)O)O)O)O)O)O)O)	C(C1C(C(C(C(O1)OC2C(C(OC(C2OC3C(C(C(C(O3)C(=O)O)OC4C(C(C(C(O4)CO)O)O)O)O)O)OC5C(OC(C(C5O)O)OCC6C(C(C(C(O6)O)O)O)O)CO)CO)O)O)O)O)O
invalid2valid: [C1C(C(C(C(C1)OC2C(C(C(C2C3C(C(C(C(O3)C(=O)O)OC4C(C(C(C(O4)C)O)O)O)O)O)O(C(OC(C(C5O)O)OC6C(C(C(C(O6)CO)O)O)O)O)CO)O)O)O)O)O)	C(C1C(C(C(C(O1)OC2C(C(OC(C2OC3C(C(C(C(O3)C(=O)O)OC4C(C(C(C(O4)CO)O)O)O)O)O)OC5C(OC(C(C5O)O)OCC6C(C(C(C(O6)O)O)O)O)CO)CO)O)O)O)O)O
invalid2valid: CCCC1C(C(C(C(O1)OC2C(C(C(C2OC3C(C(C(C(O3)C(=O)O)OC4C(C(C(C(O4)C)O)O)O)O)O)O5C(C(C(C(O)O)OCC6C(C(C(C(O6)O)O)O)O)CO)O)O)O)O)O)O)	C(C1C(C(C(C(O1)OC2C(C(OC(C2OC3C(C(C(C(O3)C(=O)O)OC4C(C(C(C(O4)CO)O)O)O)O)O)OC5C(OC(C(C5O)O)OCC6C(C(C(C(O6)O)O)O)O)CO)CO)O)O)O)O)O
invalid2valid: [C(C(=(=(=(C1)C(C(=(=(=((3C(C(C(C(C3)C(=O)C)O(C(C(C(C(C4)C)O)O)O)O)O)O(C(C(C(C(C)O)O((C(C(C(C(C6)C)O)O)O)O)O)O)O)O)O)O)	C(C1C(C(C(C(O1)OC2C(C(OC(C2OC3C(C(C(C(O3)C(=O)O)OC4C(C(C(C(O4)CO)O)O)O)O)O)OC5C(OC(C(C5O)O)OCC6C(C(C(C(O6)O)O)O)O)CO)CO)O)O)O)O)O
invalid2valid: C[C)=(=(=(=(=1)C(C(=(=(=(=(=(=(=(=(C3)C(=O)O1)O)=(=(C(O(=4)C)O)O)O)O)O)O)CC(C(=(C(=)O)O)(CC(=(C(O(=6)C)O)O)O)O)O)O)O)O)O)O)	C(C1C(C(C(C(O1)OC2C(C(OC(C2OC3C(C(C(C(O3)C(=O)O)OC4C(C(C(C(O4)CO)O)O)O)O)O)OC5C(OC(C(C5O)O)OCC6C(C(C(C(O6)O)O)O)O)CO)CO)O)O)O)O)O
invalid2valid: C[C)C(C(C(C(C1)C(C(=(O(C(O(C(C(C(C(O3)C(CO)C1)O)C(C(O(O(O4)C)O)O)O)O)O)O)C(C(C(O(C)O)O)(C(O(O(O(O6)C)O)O)O)O)O)O)O)O)O)O)	C(C1C(C(C(C(O1)OC2C(C(OC(C2OC3C(C(C(C(O3)C(=O)O)OC4C(C(C(C(O4)CO)O)O)O)O)O)OC5C(OC(C(C5O)O)OCC6C(C(C(C(O6)O)O)O)O)CO)CO)O)O)O)O)O
invalid2valid: [C1C(C(C(C(C1)OC(C(C(C(C(OC(C(C(C(C(C2)C)CO)OC)OC(C(C(C(C(C4)C)O)O)O)O)O)O(C(C(C(C(O)O)O((C(C(C(C(C6)C)O)O)O)O)O)O)O)O)O)OC)	C(C1C(C(C(C(O1)OC2C(C(OC(C2OC3C(C(C(C(O3)C(=O)O)OC4C(C(C(C(O4)CO)O)O)O)O)O)OC5C(OC(C(C5O)O)OCC6C(C(C(C(O6)O)O)O)O)CO)CO)O)O)O)O)O
pfam2SMILES: PF01032.20_PF01032.20_PF01497.20_PF00291.27_PF02423.17_PF04183.14_PF06276.14_PF07690.18_PF00083.26_PF04183.14_PF06276.14_PF04183.14_PF06276.14_PF03328.16_PF02784.18_PF02195.20	C(CC(=O)NCCNC(=O)C[C@](CC(=O)NC[C@@H](C(=O)O)N)(C(=O)O)O)C(=O)C(=O)O
tigrfam2SMILES: TIGR03945_TIGR03944	C(CC(=O)NCCNC(=O)C[C@](CC(=O)NC[C@@H](C(=O)O)N)(C(=O)O)O)C(=O)C(=O)O
invalid2valid: [CCCCO)N[((=O)C(C@H1CC(=O)O(C@HH](CC(=O)O)NC)NC(=O)O)N)N(=O)N=C)O)	C(CC(=O)NCCNC(=O)C[C@](CC(=O)NC[C@@H](C(=O)O)N)(C(=O)O)O)C(=O)C(=O)O
invalid2valid: [C(CO)C)CC(=O)C(C@H(===O)C(C@HH](=@CO)C)C)C=@CO)C)C)C@=O)C)=O)C)	C(CC(=O)NCCNC(=O)C[C@](CC(=O)NC[C@@H](C(=O)O)N)(C(=O)O)O)C(=O)C(=O)O
invalid2valid: C[C(CO)O[((=O)C1C@H(C(=O)O(C@@H](NC(=O)O)NC)(C(=O)O)CC(=O)N(=O)O[	C(CC(=O)NCCNC(=O)C[C@](CC(=O)NC[C@@H](C(=O)O)N)(C(=O)O)O)C(=O)C(=O)O
invalid2valid: C[CCC=O)N[CC(=O)C(C@@(C(=O)N(C@@H](C(=O)N)C)CC(=O)N)C)C(=O)N(=O)N)	C(CC(=O)NCCNC(=O)C[C@](CC(=O)NC[C@@H](C(=O)O)N)(C(=O)O)O)C(=O)C(=O)O
pfam2SMILES: PF02786.19_PF02787.21_PF02786.19_PF00117.30_PF00988.24_PF01118.26_PF02774.20_PF01960.20_PF00696.30_PF00202.23_PF02729.23_PF00185.26_PF06177.13	C(C[C@@H](C(=O)O)N)CNC(=O)N
tigrfam2SMILES: TIGR01369_TIGR01368_TIGR01850_TIGR00120_TIGR00761_TIGR00707_TIGR00658	C(C[C@@H](C(=O)O)N)CNC(=O)N
GeneProduct2SMILE: hypothetical protein_carbamoyl-phosphate synthase large subunit_carbamoyl-phosphate synthase small subunit_N-acetyl-gamma-glutamyl-phosphate reductase_glutamate N-acetyltransferase_acetylglutamate kinase_acetylornithine aminotransferase_anabolic ornithine carbamoyltransferase	C(C[C@@H](C(=O)O)N)CNC(=O)N
invalid2valid: [C1C@@H](O(=O)O)O1C((=O)C[	C(C[C@@H](C(=O)O)N)CNC(=O)N
invalid2valid: [C(C@HH](C(CO)C)C)O((CO)C[	C(C[C@@H](C(=O)O)N)CNC(=O)N
invalid2valid: C[C(C@@H]1C)=O)O[O)N((=O)C[	C(C[C@@H](C(=O)O)N)CNC(=O)N
invalid2valid: C[C)C@HH]1O[=O)N[O[O((=O)[[	C(C[C@@H](C(=O)O)N)CNC(=O)N
pfam2SMILES: PF10397.11_PF00206.22_PF13419.8_PF07883.13_PF01259.20_PF00890.26_PF00296.22_PF00296.22_PF02195.20_PF01266.26_PF18130.3_PF13535.8_PF18603.3_PF03807.19_PF16653.7_PF13434.8_PF07883.13_PF09334.13_PF01259.20_PF00106.27_PF08282.14_PF01634.20_PF00355.28_PF19301.1_PF01979.22	C([C@@H]1C([C@@H]([C@@H](O1)C2=NNC(=C2O)C(=O)N)O)O)O
tigrfam2SMILES: TIGR00928_TIGR01549_TIGR01509_TIGR00144_TIGR00070	C([C@@H]1C([C@@H]([C@@H](O1)C2=NNC(=C2O)C(=O)N)O)O)O
invalid2valid: [CC@HH]1[(=C@HH]([C@HH]([1)O2=C[3=CS(C)C(=O)N(C)CC)NC	C([C@@H]1C([C@@H]([C@@H](O1)C2=NNC(=C2O)C(=O)N)O)O)O
invalid2valid: [CC@HH]1C@CC@HH]([C@HH](C[[@[C[(CO(=)C(CO)C[C)C)C)	C([C@@H]1C([C@@H]([C@@H](O1)C2=NNC(=C2O)C(=O)N)O)O)O
invalid2valid: C[CC@HH]([(=C@HH]([C@HH]([1)(2=CC[3=C2C)C(=O)N)O)O)O	C([C@@H]1C([C@@H]([C@@H](O1)C2=NNC(=C2O)C(=O)N)O)O)O
invalid2valid: [[C@@H]1[[=C@HH]([C@@H]([1)C[=C[3=CS2C)C(=O)N[O)O)O)	C([C@@H]1C([C@@H]([C@@H](O1)C2=NNC(=C2O)C(=O)N)O)O)O
invalid2valid: [C=CC=C==C)C[=((C(CC)C(==CC)C[C((===O)CC(C=CC(CC((=C)C(C((===C)CC(C(CC=CC()CC)](C[C@C(CC)](CC)](CC@)CC)=]=(	C/C(=C/C(=O)N(CCCC1C(=O)NC(C(=O)N1)CCCN(C(=O)/C=C(/C)CCOC(=O)C(CCCN(C(=O)/C=C(C)/CCO)[O-])N(C)C)[O-])[O-])/CCO.[Fe+3]
invalid2valid: [C==C/C(=O)N/CC(NCC(=O)NC(=(=O)N[CC((C(=O)CO=C(C)CCN(=O)C)CCN(C(=O)CO=C//C)/CCO)OO-])O)C)C)[O-])/O-])/OCO.[Fe+]]	C/C(=C/C(=O)N(CCCC1C(=O)NC(C(=O)N1)CCCN(C(=O)/C=C(/C)CCOC(=O)C(CCCN(C(=O)/C=C(C)/CCO)[O-])N(C)C)[O-])[O-])/CCO.[Fe+3]
invalid2valid: C[C==O/C==O)N[CCCN=(=O)N(=(=O)O[C((C(=O)NC=C//C(CC((=O)C(C()C)=O)NC(C(CC)/C=)OC-])C)C)C(CC-])OC-])CC=)COe]]=	C/C(=C/C(=O)N(CCCC1C(=O)NC(C(=O)N1)CCCN(C(=O)/C=C(/C)CCOC(=O)C(CCCN(C(=O)/C=C(C)/CCO)[O-])N(C)C)[O-])[O-])/CCO.[Fe+3]
invalid2valid: [C==CC[C/C==CC=CC=C1//C==O/2/1/C(=O)O	C/C(=C/C=C/C1=CC=CC=C1)/C(=COC)/C(=O)OC
invalid2valid: [C(=C=C(C=C(CC(C(C(CC(=C(C(CC(=C)C(	C/C(=C/C=C/C1=CC=CC=C1)/C(=COC)/C(=O)OC
invalid2valid: C[C==C/C(C/C(=C=CC2C1)/C==O/2/)/C(=O)O	C/C(=C/C=C/C1=CC=CC=C1)/C(=COC)/C(=O)OC
invalid2valid: [C=CC/C=C/C(=CC(CC=CC(CC==O(C)/C(=O)O(	C/C(=C/C=C/C1=CC=CC=C1)/C(=COC)/C(=O)OC
pfam2SMILES: PF03060.17_PF00698.23_PF00698.23_PF02801.24_PF00109.28_PF00550.27_PF08659.12_PF16197.7_PF02801.24_PF00109.28_PF00550.27_PF08659.12_PF14765.8_PF16197.7_PF02801.24_PF00109.28_PF00550.27_PF13193.8_PF00501.30_PF00668.22_PF00550.27_PF08242.14_PF08659.12_PF02801.24_PF00109.28_PF00550.27_PF16197.7_PF02801.24_PF00109.28_PF00550.27_PF13193.8_PF00501.30_PF02911.20_PF00551.21_PF00550.27_PF08242.14_PF08659.12_PF14765.8_PF16197.7_PF02801.24_PF00109.28_PF00550.27_PF08659.12_PF14765.8_PF16197.7_PF02801.24_PF00109.28_PF00550.27_PF08659.12_PF14765.8_PF16197.7_PF02801.24_PF00109.28_PF10432.11_PF13561.8_PF00067.24_PF00668.22_PF00550.27_PF08241.14_PF00501.30_PF00668.22_PF00550.27_PF13193.8_PF00501.30_PF00668.22_PF00550.27_PF02801.24_PF00109.28_PF00550.27_PF08659.12_PF16197.7_PF02801.24_PF00109.28_PF14765.8_PF00550.27_PF00550.27_PF00550.27_PF14765.8	C/C(=C/C=C/C=C/CC1=CN=CO1)/[C@H](C(C)(C)C(=O)N)O
tigrfam2SMILES: TIGR00128_TIGR01733_TIGR01733_TIGR01733_TIGR01733	C/C(=C/C=C/C=C/CC1=CN=CO1)/[C@H](C(C)(C)C(=O)N)O
invalid2valid: C[C=CC/C1C/C1C/C1=CC=C1)/OC@@](O)C)/O)C)=O)O[O)	C/C(=C/C=C/C=C/CC1=CN=CO1)/[C@H](C(C)(C)C(=O)N)O
invalid2valid: C[C=CC=C=C=C=C=C(=C(C)CCC@@](==C=CC=C(CO)C[C)	C/C(=C/C=C/C=C/CC1=CN=CO1)/[C@H](C(C)(C)C(=O)N)O
invalid2valid: C[C==CC=C/C=C/CC=CC=CO1)/CC@H]2C)=)=C)[(=O)N[O	C/C(=C/C=C/C=C/CC1=CN=CO1)/[C@H](C(C)(C)C(=O)N)O
invalid2valid: CCC==C/C=C/C=C/C(=CC=C1)CCC@@](C)=)CC)C(=O)N[O)	C/C(=C/C=C/C=C/CC1=CN=CO1)/[C@H](C(C)(C)C(=O)N)O
invalid2valid: C[C(=C(C==C)C[C((C@@](C(CO)C[(=O)C)(=O)C)(=O)C)(=O)C)C(H](C)=O)C)C@H](C@=O)C)C@H](=)=O)C)C((=)=O)CC)O(CC(CC()C)C((=(=O)CC(O@=C(CC()C)C(@=O)C)C)CC))	C/C(=CC(=O)N(CCC[C@H]1C(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N1)CCCN(C(=O)/C=C(C)/CCO)O)CCCN(C(=O)/C=C(C)/CCO)O)CCC(=O)N)O)/CCO
invalid2valid: 1C(=C1/(=O)N(CCCC[C@@](C(=O)N[(=O)N[(=O)N[(=O)N[(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[CC((C(=O)CC=C(C)/C=)C)CCN(C(=O)/C=C(C)/CCO)CC)OCN(=O)O)CCCC=	C/C(=CC(=O)N(CCC[C@H]1C(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N1)CCCN(C(=O)/C=C(C)/CCO)O)CCCN(C(=O)/C=C(C)/CCO)O)CCC(=O)N)O)/CCO
invalid2valid: [C==C/C(=C)N[C((C@H](C(=O)N[(CO)N[(=O)N[(=O)N[(=O)N[C@@](C(=O)N[C@@](C(=O)N[C@H](C(=O)N[C((C)=O)NC(C/C)CC()C)C((C)=O)NC(C//C)CC))C)C((=O)N[C)CC))	C/C(=CC(=O)N(CCC[C@H]1C(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N1)CCCN(C(=O)/C=C(C)/CCO)O)CCCN(C(=O)/C=C(C)/CCO)O)CCC(=O)N)O)/CCO
invalid2valid: C[C=CC=C==C)C)CC)CC(C(=(=C)C)C)	C/C(=CC(=O)O)/C1=CC=C(C(=O)O1)CO
invalid2valid: [C==CC(=O)N)/C(=C=C(C==O)O1)/	C/C(=CC(=O)O)/C1=CC=C(C(=O)O1)CO
invalid2valid: [C==C/C(=O)NCC==C=C(C==C)C)C)	C/C(=CC(=O)O)/C1=CC=C(C(=O)O1)CO
invalid2valid: C[C==C=C=C@H](C@=C(CC@H](=@C@HH](CC@HH(C=((==@C@C@C)CC@C(	C/C(=CC[C@H]1C(=C)[C@H](C[C@@H]2[C@@]1(CCCC2(C)C)C)O)/C=C
invalid2valid: CCC==CC1C@@](C(=O(CC@@]([(C@@H]([C@@H((C[N=C)C)O(C)/C(C/	C/C(=CC[C@H]1C(=C)[C@H](C[C@@H]2[C@@]1(CCCC2(C)C)C)O)/C=C
pfam2SMILES: PF00501.30_PF00668.22_PF00501.30_PF00550.27_PF00668.22_PF00501.30_PF00550.27_PF00668.22_PF00550.27_PF00668.22_PF00550.27_PF00668.22	C/C(=C\C(=O)N(CCC[C@H]1C(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N1)CCCN(C(=O)/C=C(\C)/CCO)O)CCCN(C(=O)/C=C(\C)/CCO)O)CCC(=O)N)O)/CCO
GeneProduct2SMILE: epichloenin A synthetase	C/C(=C\C(=O)N(CCC[C@H]1C(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N1)CCCN(C(=O)/C=C(\C)/CCO)O)CCCN(C(=O)/C=C(\C)/CCO)O)CCC(=O)N)O)/CCO
pfam2SMILES: PF00550.27_PF08659.12_PF08242.14_PF14765.8_PF00698.23_PF16197.7_PF02801.24_PF00109.28	C/C(=C\C(=O)O)/C1=CC=C(C(=O)O1)CO
pfam2SMILES: PF01527.22_PF16861.7_PF02543.17_PF07690.18_PF07224.13_PF12697.9_PF03621.15_PF00117.30_PF04715.15_PF00425.20_PF01063.21_PF13599.8_PF00805.24_PF04345.15_PF00975.22_PF00550.27_PF13193.8_PF00501.30_PF00668.22_PF00550.27_PF13193.8_PF00501.30_PF02668.18_PF13193.8_PF00501.30_PF04072.16_PF01695.19_PF00501.30_PF00550.27_PF00109.28_PF02801.24_PF16197.7_PF14765.8_PF08659.12_PF08242.14_PF00550.27_PF00550.27_PF00109.28_PF02801.24_PF16197.7_PF00550.27_PF00668.22_PF00501.30_PF13193.8_PF00550.27_PF00668.22_PF00501.30_PF00550.27_PF00668.22_PF00501.30_PF13193.8_PF00550.27_PF00668.22_PF16864.7_PF00891.20_PF03061.24_PF00501.30_PF06508.15_PF00550.27	C/C(=C\C1=CC=C(C=C1)O)/C(=O)NC2=CC=C(C=C2)C(=O)N[C@@H](CC#N)C(=O)NC3=CC=C(C=C3)C(=O)NC4=C(C(=C(C=C4)C(=O)NC5=C(C(=C(C=C5)C(=O)O)O)OC)O)OC
tigrfam2SMILES: TIGR00566_TIGR00553_TIGR01733_TIGR01733_TIGR00027_TIGR01733_TIGR01733_TIGR00369_TIGR01733	C/C(=C\C1=CC=C(C=C1)O)/C(=O)NC2=CC=C(C=C2)C(=O)N[C@@H](CC#N)C(=O)NC3=CC=C(C=C3)C(=O)NC4=C(C(=C(C=C4)C(=O)NC5=C(C(=C(C=C5)C(=O)O)O)OC)O)OC
GeneProduct2SMILE: AlbXVI protein_putative carbamoyl transferase_putative albicidin efflux pump_putative acyltransferase_AlbXII protein_putative esterase_MbtH-like protein_putative para-amino benzoate synthase_putative 4-amino-4-deoxychorismate lyase_McbG-like protein_putative 4-hydroxybenzoate synthetase_non-ribosomal peptide synthaseSyrP-like protein_putative 4-hydroxybenzoate CoA ligase_putative O-methyltransferase_AlbV protein_Polyketide non-ribosomal peptide synthase_putative O-methyltransferase_ComA-like protein_non-ribosomal peptide synthase	C/C(=C\C1=CC=C(C=C1)O)/C(=O)NC2=CC=C(C=C2)C(=O)N[C@@H](CC#N)C(=O)NC3=CC=C(C=C3)C(=O)NC4=C(C(=C(C=C4)C(=O)NC5=C(C(=C(C=C5)C(=O)O)O)OC)O)OC
pfam2SMILES: PF07690.18_PF00348.19_PF00067.24	C/C(=C\COP(=O)(O)OP(=O)(O)O)/CC[C@H]1C(=C)CC[C@@H]2[C@@]1(CCCC2(C)C)C
pfam2SMILES: PF00480.22_PF04131.16_PF00932.21_PF01243.22_PF04542.16_PF08281.14_PF16864.7_PF00891.20_PF10590.11_PF01243.22_PF02567.18_PF00117.30_PF00425.20_PF00857.22_PF01474.18_PF01474.18_PF03284.15_PF02983.16_PF00089.28_PF07045.13_PF03284.15_PF01494.21_PF01494.21_PF11468.10_PF04672.14_PF00392.23_PF03067.17_PF01872.19_PF00083.26_PF02541.18	C/C(=C\COc1cccc2c1nc1cccc(c1[n+]2[O-])O)/CCC=C(C)C
tigrfam2SMILES: TIGR02937_TIGR00558_TIGR00654	C/C(=C\COc1cccc2c1nc1cccc(c1[n+]2[O-])O)/CCC=C(C)C
GeneProduct2SMILE: putative transcriptional regulator_putative N-acylglucosamine-6-phosphate 2-epimerase_hypothetical protein_putative pyridoxamine 5'-phosphate oxidase_putative sigma factor_putative methyltransferase_putative FMN-dependent oxidase_putative trans-2,3-dihydro-3-hydroxyanthranilate isomerase_putative 2-amino-2-desoxy-isochorismate synthase_putative 2,3-dihydro-3-hydroxy-anthranilate (DHHA) synthase_putative 3-deoxy-D-arabino-heptulosonic acid 7-phosphate synthase_putative enzyme of phenazine biosynthesis_putative streptogrisin A_hypothetical protein_putative enzyme of phenazine biosynthesis_putative monooxygenase_hypothetical protein_putative prenyltransferase_hypothetical protein_hypothetical protein_hypothetical protein_putative GntR family transcriptional regulator_putative cellulose-binding protein_putative deaminase reductase_putative MFS transporter_putative phosphatase	C/C(=C\COc1cccc2c1nc1cccc(c1[n+]2[O-])O)/CCC=C(C)C
pfam2SMILES: PF13302.9_PF03259.19_PF05331.13_PF03029.19_PF00348.19_PF13243.8_PF00067.24_PF19086.2_PF01471.20_PF01471.20_PF01510.27	C/C(=C\C[C@@H]1[C@]2(CCCC([C@@H]2C[C@@H]([C@@]1(CSC[C@@H](C(=O)O)NC(=O)C)O)O)(C)C)C)/C=C
GeneProduct2SMILE: acetyltransferase_histidine sensor kinase_hypothetical protein_hypothetical protein_ATP/GTP-binding protein_cytochrome P450_geranylgeranyl diphosphate synthase_labdadienyl diphosphate synthase_cytochrome P450_labdatriene synthase_amidase	C/C(=C\C[C@@H]1[C@]2(CCCC([C@@H]2C[C@@H]([C@@]1(CSC[C@@H](C(=O)O)NC(=O)C)O)O)(C)C)C)/C=C
pfam2SMILES: PF03259.19_PF05331.13_PF03029.19_PF00348.19_PF00432.23_PF13243.8_PF00067.24_PF19086.2	C/C(=C\C[C@H]1C(=C)[C@H](C[C@@H]2[C@@]1(CCCC2(C)C)C)O)/C=C
GeneProduct2SMILE: histidine sensor kinase_hypothetical proteinhypothetical proteinATP/GTP-binding protein_hypothetical proteingeranylgeranyl diphosphate synthase_labdadienyl diphosphate synthase_cytochrome P450_labdatriene synthase_hypothetical protein	C/C(=C\C[C@H]1C(=C)[C@H](C[C@@H]2[C@@]1(CCCC2(C)C)C)O)/C=C
GeneProduct2SMILE: nonribosomal peptide synthetase_cytochrome P450_O-methyltransferase_prenyltransferase_cytochrome P450_alpha-ketoglutarate dioxygenase_cytochrome P450_prenyltransferase_ankyrin repeat protein	C/C(C)=C/[C@@H]1N2C3=C(C4=C2[C@@H](N5C([C@]6([H])CCCN6C([C@]5(O)[C@H]4O)=O)=O)CC(C)(C)OO1)C=CC(OC)=C3
invalid2valid: [C==)=C/CCC=CC(C(C(C)C=C(O)C2=C1O)C==CC(C(C@H(O(=C=C//)C)=C)(O)[C@H](O)[(=O	C/C(C)=CCC1=C2C=C(O)C=C(O)C2=C(O)C3=C1C[C@](CC(/C=C(C)O)=O)(O)[C@H](O)C3=O
invalid2valid: [C==(CC(C(=C(=(C(=)C(C(C)C(=O(=)C(=C(=(C@H(C(CC(O(C(CC)CC)O=)CC(H](C)C(=C)	C/C(C)=CCC1=C2C=C(O)C=C(O)C2=C(O)C3=C1C[C@](CC(/C=C(C)O)=O)(O)[C@H](O)C3=O
invalid2valid: 1C==)=C/1/1=C(C(C(C)C(CC(C)=(=C(O)C==C(C(C@@4C(OC=C(C)CO)=O)=[)[C@@](C)C(=O	C/C(C)=CCC1=C2C=C(O)C=C(O)C2=C(O)C3=C1C[C@](CC(/C=C(C)O)=O)(O)[C@H](O)C3=O
invalid2valid: C[C==)CC(=C(C(C(C)C=C1C)===C1C)C==C1C(C@H(O3=C)CC)CC[=C)[C)CC@H]1O)[1=C)	C/C(C)=CCC1=C2C=C(O)C=C(O)C2=C(O)C3=C1C[C@](CC(/C=C(C)O)=O)(O)[C@H](O)C3=O
pfam2SMILES: PF00550.27_PF14765.8_PF00698.23_PF16197.7_PF02801.24_PF00109.28_PF16073.7_PF11991.10_PF01494.21_PF00753.29_PF00172.20	C/C(C)=C\CC1=C2C=C(O)C=C(O)C2=C(O)C3=C1C[C@](CC(/C=C(C)\O)=O)(O)[C@H](O)C3=O
tigrfam2SMILES: TIGR04532_TIGR03429	C/C(C)=C\CC1=C2C=C(O)C=C(O)C2=C(O)C3=C1C[C@](CC(/C=C(C)\O)=O)(O)[C@H](O)C3=O
pfam2SMILES: PF19086.2_PF05704.14_PF00067.24_PF00005.29_PF00664.25_PF00005.29	C/C(CO)=C1/CC(C)(C)C[C@H]2[C@@H](C)CC[C@H]12
GeneProduct2SMILE: brasilane synthase_N-acetylglucosamine transferase_cytochrome P450 monooxygenase_hypothetical protein_ABC transporter	C/C(CO)=C1/CC(C)(C)C[C@H]2[C@@H](C)CC[C@H]12
invalid2valid: [C==)CO(C(=(CC(C(C@H](CC@H@](C@C=C@H](C	C/C(CO)=C1/CC(C)(C)C[C@H]2[C@@H](C)CC[C@H]12
invalid2valid: C[C==)/CC(C)CC)C(C@H]([C@HH](C([(C@H](	C/C(CO)=C1/CC(C)(C)C[C@H]2[C@@H](C)CC[C@H]12
